Name,Model,Date of assembly,Price,Brand,KM Driven,Fuel Type,Body Type,Seat capicity,No. of prev owners,Transmission,city
2024 Used Hyundai Grand i10 NIOS in Satna,Grand i10 Nios,2024,750000,Hyundai,16611,CNG,Hatchback,5,First Owner,Manual,katni
2020 Used Hyundai Creta in Satna,Creta [2020-2023],2020,850000,Hyundai,63257,Diesel,SUV,5,First Owner,Manual,katni
2024 Used Hyundai Venue in Satna,Venue [2022-2023],2024,1200000,Hyundai,16182,Petrol,CompactSuv,5,First Owner,Automatic (DCT),katni
2017 Used Hyundai Elite i20 in Satna,Elite i20 [2017-2018],2017,450000,Hyundai,70685,Petrol,Hatchback,5,First Owner,Manual,katni
2014 Used Toyota Innova in Satna,Innova [2013-2014],2014,500000,Toyota,151000,Diesel,SUV,8,Second Owner ,Manual,katni
2017 Used Hyundai Grand i10 in Satna,Grand i10 [2013-2017],2017,550000,Hyundai,49568,Petrol,Hatchback,5,First Owner,Manual,katni
2011 Used Maruti Suzuki Swift DZire in Satna,Swift DZire [2011-2015],2011,210000,Maruti Suzuki,243000,Diesel,Sedan,5,First Owner,Manual,katni
2018 Used Honda Amaze in Satna,Amaze [2013-2016],2018,525000,Honda,616125,Petrol,Sedan,5,First Owner,Automatic,katni
2020 Used Maruti Suzuki Baleno in Satna,Baleno [2015-2019],2020,525000,Maruti Suzuki,61251,Petrol,Hatchback,5,First Owner,Manual,katni
2014 Used Maruti Suzuki Swift in Satna,Swift [2011-2014],2014,300000,Maruti Suzuki,132456,Diesel,Hatchback,5,First Owner,Manual,katni
2017 Used Hyundai Eon in Satna,Eon,2017,210000,Hyundai,112100,Petrol,Hatchback,5,First Owner,Manual,katni
2022 Used Mahindra XUV700 in Jabalpur,XUV700,2022,2100000,Mahindra,51800,Diesel,SUV,7,First Owner ,Automatic (TC),katni
2016 Used Maruti Suzuki S-Cross in Satna,S-Cross [2014-2017],2016,550000,Maruti Suzuki,117513,Diesel,SUV,5,First Owner ,Manual,katni
2012 Used Hyundai Verna in Satna,Verna [2011-2015],2012,420000,Hyundai,91310,Diesel,Sedan,5,Second Owner ,Manual,katni
2021 Used Maruti Suzuki S-Cross in Barmer,S-Cross 2020,2021,800000,Maruti Suzuki,45000,Petrol,SUV,5,First Owner ,Manual,barmer
2022 Used Mercedes-Benz AMG GLC 43 Coupe in Jaipur,AMG GLC43 Coupe [2020-2024],2022,8500000,Mercedes-Benz,25000,Petrol,Coupe,5,First Owner ,Automatic (TC),barmer
2018 Used Land Rover Range Rover Evoque in Jaipur,Range Rover Evoque [2016-2020],2018,3700000,Land Rover,78000,Diesel,SUV,5,First Owner ,Automatic,barmer
2021 Used Mercedes-Benz C-Class in Jaipur,C-Class [2018-2022],2021,4000000,Mercedes-Benz,23000,Petrol,Sedan,5,Second Owner ,Automatic (TC),barmer
2022 Used Honda City in Jaipur,City,2022,1300000,Honda,6000,Petrol,Sedan,5,First Owner,Automatic (CVT),barmer
2025 Used Mercedes-Benz E-Class in Jaipur,E-Class,2025,9150000,Mercedes-Benz,2400,Mild Hybrid (Electric + Diesel),Sedan,5,UnRegistered Car,Automatic (TC),barmer
2019 Used Honda City in Jaipur,City 4th Generation,2019,925000,Honda,77000,Petrol,Sedan,5,First Owner ,Automatic (CVT),barmer
2017 Used Hyundai Verna in Jaipur,Verna [2015-2017],2017,750000,Hyundai,37000,Petrol,Sedan,5,First Owner ,Manual,barmer
2017 Used Maruti Suzuki Ciaz in Jaipur,Ciaz [2017-2018],2017,550000,Maruti Suzuki,52000,Diesel,Sedan,5,Second Owner ,Manual,barmer
2012 Used Volkswagen Polo in Jaipur,Polo [2010-2012],2012,285000,Volkswagen,66000,Petrol,Hatchback,5,First Owner ,Manual,barmer
2014 Used Maruti Suzuki Ciaz in Jaipur,Ciaz [2014-2017],2014,550000,Maruti Suzuki,96000,Diesel,Sedan,5,First Owner ,Manual,barmer
2018 Used Hyundai Creta in Jaipur,Creta [2018-2019],2018,675000,Hyundai,95000,Petrol,SUV,5,First Owner ,Manual,barmer
2019 Used BMW X3 in Jaipur,X3 [2018-2022],2019,3800000,BMW,71000,Diesel,SUV,5,First Owner ,Automatic,barmer
2017 Used Hyundai Tucson in Jaipur,Tucson [2016-2020],2017,900000,Hyundai,140000,Petrol,SUV,5,Second Owner ,Automatic,barmer
2017 Used BMW X5 in Jaipur,X5 [2014-2019],2017,3900000,BMW,82000,Diesel,SUV,7,First Owner ,Automatic,barmer
2018 Used Toyota Fortuner in Jaipur,Fortuner [2016-2021],2018,2775000,Toyota,81000,Diesel,SUV,7,First Owner,Manual,barmer
2024 Used Mercedes-Benz GLC in Jaipur,GLC,2024,7750000,Mercedes-Benz,5900,Petrol,SUV,5,UnRegistered Car,Automatic (TC),barmer
2017 Used Ford Endeavour in Jaipur,Endeavour [2016-2019],2017,2600000,Ford,95000,Diesel,SUV,7,First Owner ,Automatic,barmer
2015 Used MINI Countryman in Jaipur,Cooper Countryman [2012-2015],2015,1900000,MINI,54000,Diesel,Hatchback,5,First Owner,Automatic,barmer
2013 Used Audi A4 in Jaipur,A4 [2013-2016],2013,1300000,Audi,54000,Diesel,Sedan,5,Second Owner ,Automatic,barmer
2015 Used Jaguar XF in Jaipur,XF [2013-2016],2015,1800000,Jaguar,56000,Diesel,Sedan,5,First Owner,Automatic,barmer
2015 Used Audi Q3 in Jaipur,Q3 [2012-2015],2015,1450000,Audi,120000,Diesel,SUV,5,Second Owner,Automatic,barmer
2025 Used Mercedes-Benz GLC in Jaipur,GLC,2025,7400000,Mercedes-Benz,16000,Petrol,SUV,5,First Owner ,Automatic (TC),barmer
2020 Used Mercedes-Benz C-Class in Jaipur,C-Class [2018-2022],2020,3700000,Mercedes-Benz,48000,Petrol,Sedan,5,First Owner ,Automatic (TC),barmer
2023 Used BMW X5 in Chennai,X5,2023,9800000,BMW,15000,Diesel,SUV,5,First Owner ,Automatic (TC),chennai
2018 Used MINI Countryman in Chennai,Countryman,2018,3000000,MINI,36000,Petrol,Hatchback,5,First Owner ,Automatic,chennai
2016 Used Renault Kwid in Chennai,Kwid [2015-2019],2016,216000,Renault,83459,Petrol,Hatchback,5,First Owner,Manual,chennai
2024 Used Land Rover Discovery Sport in Chennai,Discovery Sport,2024,6790000,Land Rover,12000,Mild Hybrid(Electric + Petrol),SUV,7,UnRegistered Car,Automatic (TC),chennai
2020 Used Renault Triber in Chennai,Triber [2019-2023],2020,546000,Renault,31699,Petrol,MPV_MUV,7,First Owner,Manual,chennai
2022 Used Hyundai Creta in Chennai,Creta [2020-2023],2022,1174488,Hyundai,30555,Petrol,SUV,5,First Owner,Manual,chennai
2020 Used Mercedes-Benz C-Class in Chennai,C-Class [2014-2018],2020,3500000,Mercedes-Benz,53000,Petrol,Sedan,5,First Owner ,Automatic,chennai
2017 Used BMW 5-Series in Chennai,5 Series [2017-2021],2017,4500000,BMW,49217,Diesel,Sedan,5,Second Owner ,Automatic,chennai
2023 Used Skoda Slavia in Chennai,Slavia [2022-2023],2023,1575000,Skoda,7000,Petrol,Sedan,5,First Owner ,Automatic (DCT),chennai
2017 Used Maruti Suzuki Swift in Chennai,Swift [2014-2018],2017,495000,Maruti Suzuki,54402,Petrol,Hatchback,5,First Owner ,Manual,chennai
2018 Used Maruti Suzuki Ciaz in Chennai,Ciaz,2018,625000,Maruti Suzuki,68347,Petrol,Sedan,5,First Owner ,Manual,chennai
2017 Used Maruti Suzuki DZire in Chennai,Dzire [2017-2020],2017,545000,Maruti Suzuki,69812,Petrol,CompactSedan,5,First Owner ,Manual,chennai
2018 Used Renault Kwid in Chennai,Kwid [2015-2019],2018,345000,Renault,28956,Petrol,Hatchback,5,First Owner ,Manual,chennai
2016 Used Maruti Suzuki Celerio in Chennai,Celerio [2014-2017],2016,385000,Maruti Suzuki,45628,Petrol,Hatchback,5,First Owner ,Automatic,chennai
2024 Used Maruti Suzuki Wagon R in Chennai,Wagon R,2024,690000,Maruti Suzuki,200,Petrol,Hatchback,5,First Owner,Automatic (AMT),chennai
2024 Used Hyundai Elite i20 in Chennai,i20,2024,975000,Hyundai,5000,Petrol,Hatchback,5,First Owner,Automatic (CVT),chennai
2019 Used Volkswagen Polo in Chennai,Polo [2016-2019],2019,625000,Volkswagen,35000,Petrol,Hatchback,5,First Owner ,Manual,chennai
2020 Used Maruti Suzuki Celerio in Chennai,Celerio [2017-2021],2020,500000,Maruti Suzuki,21000,Petrol,Hatchback,5,First Owner ,Manual,chennai
2016 Used Skoda Superb in Chennai,Superb [2016-2020],2016,1475000,Skoda,62157,Petrol,Sedan,5,First Owner,Automatic,chennai
2020 Used Hyundai Elantra in Chennai,Elantra [2016-2019],2020,1350000,Hyundai,101505,Petrol,Sedan,5,First Owner,Automatic,chennai
2015 Used Honda City in Chennai,City [2014-2017],2015,560000,Honda,85988,Petrol,Sedan,5,First Owner ,Automatic,chennai
2016 Used Hyundai Grand i10 in Chennai,Grand i10 [2013-2017],2016,410000,Hyundai,57578,Petrol,Hatchback,5,First Owner ,Manual,chennai
2016 Used Hyundai Creta in Chennai,Creta [2015-2017],2016,775000,Hyundai,75543,Diesel,SUV,5,Second Owner ,Automatic,chennai
2016 Used Maruti Suzuki Wagon R in Chennai,Wagon R 1.0 [2014-2019],2016,375000,Maruti Suzuki,31411,Petrol,Hatchback,5,Second Owner ,Automatic (AMT),chennai
2019 Used Maruti Suzuki DZire in Chennai,Dzire [2017-2020],2019,585000,Maruti Suzuki,60182,Petrol,CompactSedan,5,First Owner ,Manual,chennai
2018 Used Volkswagen Vento in Chennai,Vento [2015-2019],2018,950000,Volkswagen,86661,Diesel,Sedan,5,First Owner ,Automatic,chennai
2018 Used Audi Q3 in Chennai,Q3 [2017-2020],2018,2500000,Audi,24000,Diesel,SUV,5,First Owner ,Automatic,chennai
2021 Used Mercedes-Benz GLE in Chennai,GLE [2020-2023],2021,6500000,Mercedes-Benz,55500,Diesel,SUV,5,First Owner ,Automatic (TC),chennai
2013 Used Audi Q3 in Chennai,Q3 [2012-2015],2013,1325000,Audi,67300,Diesel,SUV,5,Second Owner ,Automatic,chennai
2019 Used Jaguar XF in Chennai,XF,2019,2500000,Jaguar,76500,Diesel,Sedan,5,Third Owner ,Automatic,chennai
2012 Used Audi Q5 in Chennai,Q5 [2009-2012],2012,1700000,Audi,77000,Diesel,SUV,5,First Owner ,Automatic,chennai
2019 Used Volvo XC90 in Chennai,XC90 [2015-2021],2019,6500000,Volvo,53100,Diesel,SUV,7,First Owner ,Automatic (TC),chennai
2013 Used BMW 6-Series in Chennai,6 Series,2013,2750000,BMW,63500,Diesel,Convertible,5,Third Owner ,Automatic,chennai
2014 Used Maruti Suzuki Swift DZire in Raigad,Swift DZire [2011-2015],2014,400000,Maruti Suzuki,106000,Petrol,Sedan,5,First Owner ,Manual,raigad
2015 Used Honda City in Thane,City [2014-2017],2015,575000,Honda,71715,Diesel,Sedan,5,First Owner ,Manual,raigad
2018 Used Maruti Suzuki Ertiga in Thane,Ertiga [2015-2018],2018,790000,Maruti Suzuki,12540,Petrol,SUV,7,First Owner ,Manual,raigad
2022 Used Maruti Suzuki Ciaz in Thane,Ciaz,2022,875000,Maruti Suzuki,24604,Petrol,Sedan,5,First Owner,Manual,raigad
2023 Used Mahindra XUV700 in Mumbai,XUV700,2023,1895111,Mahindra,19000,Diesel,SUV,7,First Owner,Manual,raigad
2023 Used Kia Carens in Mumbai,Carens [2022-2023],2023,1899999,Kia,30000,Diesel,MPV_MUV,7,First Owner ,Automatic (TC),raigad
2023 Used Kia Carens in Mumbai,Carens [2022-2023],2023,1811111,Kia,55000,Diesel,MPV_MUV,7,First Owner ,Automatic (TC),raigad
2020 Used Skoda Kodiaq in Mumbai,Kodiaq [2017-2020],2020,3049999,Skoda,68000,Diesel,SUV,7,First Owner ,Automatic,raigad
2015 Used Mahindra XUV500 in Mumbai,XUV500 [2015-2018],2015,865111,Mahindra,58000,Diesel,SUV,7,First Owner ,Manual,raigad
2022 Used Maruti Suzuki Baleno in Mumbai,Baleno,2022,735111,Maruti Suzuki,23000,Petrol,Hatchback,5,First Owner ,Manual,raigad
2016 Used Honda City in Mumbai,City [2014-2017],2016,551111,Honda,61000,Petrol,Sedan,5,First Owner ,Automatic,raigad
2021 Used Maruti Suzuki Baleno in Mumbai,Baleno [2015-2019],2021,649999,Maruti Suzuki,62000,Petrol,Hatchback,5,First Owner ,Automatic (CVT),raigad
2016 Used Skoda Superb in Mumbai,Superb [2016-2020],2016,1125111,Skoda,77000,Petrol,Sedan,5,First Owner ,Automatic,raigad
2023 Used Mahindra XUV700 in Mumbai,XUV700,2023,2349999,Mahindra,7000,Diesel,SUV,7,First Owner,Automatic (TC),raigad
2024 Used Tata Safari in Mumbai,Safari,2024,2599999,Tata,12500,Diesel,SUV,6,First Owner,Automatic (TC),raigad
2019 Used Skoda Kodiaq in Mumbai,Kodiaq [2017-2020],2019,2099999,Skoda,76000,Diesel,SUV,7,First Owner,Automatic,raigad
2019 Used BMW 3 Series GT in Mumbai,3 Series GT [2014-2016],2019,2635111,BMW,41000,Diesel,Sedan,5,First Owner,Automatic,raigad
2017 Used BMW 3 Series GT in Mumbai,3 Series GT [2016-2021],2017,2025111,BMW,67000,Diesel,Sedan,5,First Owner,Automatic,raigad
2023 Used Maruti Suzuki Vitara Brezza in Mumbai,Brezza,2023,1425000,Maruti Suzuki,13305,Petrol,CompactSuv,5,First Owner,Automatic (TC),raigad
2019 Used Toyota Innova Crysta in Mumbai,Innova Crysta [2016-2020],2019,2100000,Toyota,67406,Diesel,SUV,8,First Owner,Automatic,raigad
2021 Used Maruti Suzuki DZire in Thane,Dzire [2017-2020],2021,640000,Maruti Suzuki,31941,Petrol,CompactSedan,5,First Owner ,Manual,raigad
2019 Used Maruti Suzuki Celerio in Thane,Celerio [2017-2021],2019,425000,Maruti Suzuki,30601,Petrol,Hatchback,5,First Owner ,Manual,raigad
2021 Used Tata Harrier in Mumbai,Harrier [2019-2023],2021,1650000,Tata,89993,Diesel,SUV,5,First Owner,Automatic (TC),raigad
2018 Used Maruti Suzuki Celerio in Thane,Celerio [2017-2021],2018,425000,Maruti Suzuki,50245,CNG,Hatchback,5,First Owner,Manual,raigad
2015 Used Audi A6 in Surat,A6[2011-2015],2015,2050000,Audi,77567,Diesel,Sedan,5,First Owner,Automatic,surat
2018 Used Jeep Compass in Surat,Compass [2017-2021],2018,911000,Jeep,76000,Diesel,SUV,5,First Owner,Manual,surat
2020 Used Ford Figo in Surat,Figo,2020,483000,Ford,44105,Petrol,Hatchback,5,First Owner,Manual,surat
2019 Used Maruti Suzuki Swift in Surat,Swift [2018-2021],2019,649999,Maruti Suzuki,85023,Petrol,Hatchback,5,First Owner,Automatic (AMT),surat
2016 Used Mercedes-Benz SLC in Surat,SLC,2016,5400000,Mercedes-Benz,23000,Petrol,Convertible,2,Second Owner ,Automatic,surat
2016 Used Toyota Innova Crysta in Surat,Innova Crysta [2016-2020],2016,1590000,Toyota,112000,Diesel,SUV,7,First Owner,Automatic,surat
2015 Used Honda Amaze in Surat,Amaze [2013-2016],2015,358000,Honda,92837,Petrol,Sedan,5,First Owner,Manual,surat
2015 Used Maruti Suzuki Celerio in Surat,Celerio [2014-2017],2015,325000,Maruti Suzuki,84000,Petrol,Hatchback,5,Second Owner,Manual,surat
2021 Used Jaguar XE in Surat,XE,2021,2450000,Jaguar,53000,Petrol,Sedan,5,Second Owner ,Automatic (TC),surat
2021 Used Renault Triber in Surat,Triber [2019-2023],2021,625000,Renault,56014,Petrol,MPV_MUV,7,First Owner ,Automatic (AMT),surat
2017 Used Honda WR-V in Surat,WR-V [2017-2020],2017,599999,Honda,72573,Diesel,SUV,5,First Owner ,Manual,surat
2018 Used Honda City in Surat,City [2014-2017],2018,674999,Honda,73382,Petrol,Sedan,5,First Owner ,Manual,surat
2018 Used Maruti Suzuki Swift in Surat,Swift [2018-2021],2018,650000,Maruti Suzuki,71932,Diesel,Hatchback,5,First Owner ,Automatic (AMT),surat
2022 Used MG Astor in Surat,Astor,2022,1200000,MG,12351,Petrol,SUV,5,First Owner ,Manual,surat
2022 Used MG Astor in Surat,Astor,2022,1250000,MG,37963,Petrol,SUV,5,First Owner ,Manual,surat
2022 Used Skoda Octavia in Surat,Octavia,2022,2175000,Skoda,73000,Petrol,Sedan,5,First Owner ,Automatic (DCT),surat
2013 Used BMW 6-Series in Surat,6 Series Gran Coupe,2013,2850000,BMW,69000,Diesel,Coupe,5,Second Owner ,Automatic,surat
2024 Used BMW X5 in Surat,X5,2024,10500000,BMW,2800,Diesel,SUV,5,First Owner ,Automatic (TC),surat
2019 Used Maruti Suzuki Swift in Surat,Swift [2018-2021],2019,575000,Maruti Suzuki,74000,Petrol,Hatchback,5,First Owner,Automatic (AMT),surat
2015 Used Hyundai i10 in Surat,i10 [2010-2017],2015,265000,Hyundai,79361,Petrol,Hatchback,5,Second Owner,Manual,surat
2015 Used Honda Amaze in Surat,Amaze [2013-2016],2015,424999,Honda,72613,Petrol,Sedan,5,First Owner,Manual,surat
2015 Used Skoda Superb in Surat,Superb [2014-2016],2015,725000,Skoda,76000,Diesel,Sedan,5,First Owner ,Automatic,surat
2021 Used Mercedes-Benz GLC in Surat,GLC [2019-2023],2021,4200000,Mercedes-Benz,44000,Petrol,SUV,5,First Owner ,Automatic (TC),surat
2016 Used Honda Jazz in Surat,Jazz [2015-2018],2016,424999,Honda,69455,Petrol,Hatchback,5,First Owner,Automatic,surat
2015 Used Maruti Suzuki Ciaz in Surat,Ciaz [2014-2017],2015,469999,Maruti Suzuki,88999,Diesel,Sedan,5,First Owner,Manual,surat
2015 Used Hyundai Grand i10 in Surat,Grand i10 [2013-2017],2015,399999,Hyundai,58823,Petrol,Hatchback,5,Second Owner,Manual,surat
2019 Used Maruti Suzuki Vitara Brezza in Surat,Vitara Brezza [2016-2020],2019,750000,Maruti Suzuki,73000,Diesel,SUV,5,First Owner,Automatic (AMT),surat
2021 Used Skoda Kushaq in Surat,Kushaq [2021-2023],2021,1160000,Skoda,57000,Petrol,SUV,5,First Owner,Automatic (TC),surat
2016 Used Mahindra XUV500 in Surat,XUV500 [2015-2018],2016,775000,Mahindra,75000,Diesel,SUV,7,Second Owner ,Automatic,surat
2017 Used Jeep Compass in Surat,Compass [2017-2021],2017,825000,Jeep,72000,Petrol,SUV,5,First Owner ,Automatic,surat
2014 Used Tata Vista in Hingoli,Indica Vista [2012-2014],2014,250000,Tata,85000,Diesel,Hatchback,5,First Owner ,Manual,hingoli
2010 Used Skoda Laura in Hingoli,Laura,2010,175000,Skoda,187500,Diesel,Sedan,5,Second Owner ,Automatic,hingoli
2022 Used Mercedes-Benz S-Class in Pune,S-Class,2022,12200000,Mercedes-Benz,28000,Diesel,Sedan,5,First Owner,Automatic (TC),hingoli
2024 Used Mercedes-Benz C-Class in Pune,C-Class [2022-2024],2024,6350000,Mercedes-Benz,11000,Diesel,Sedan,5,First Owner ,Automatic (TC),hingoli
2023 Used Mercedes-Benz EQS in Pune,EQS,2023,11100000,Mercedes-Benz,2892,Electric,Sedan,5,First Owner,Automatic,hingoli
2022 Used Mercedes-Benz E-Class in Pune,E-Class [2017-2021],2022,6450000,Mercedes-Benz,30500,Diesel,Sedan,5,First Owner,Automatic,hingoli
2023 Used Mercedes-Benz E-Class in Pune,E-Class [2015-2017],2023,7000000,Mercedes-Benz,30700,Petrol,Sedan,5,First Owner ,Automatic,hingoli
2024 Used Mercedes-Benz GLS in Pune,GLS [2020-2024],2024,14900000,Mercedes-Benz,6811,Petrol,SUV,7,UnRegistered Car,Automatic (TC),hingoli
2024 Used Mercedes-Benz GLE in Pune,GLE [2020-2023],2024,11900000,Mercedes-Benz,8200,Petrol,SUV,5,UnRegistered Car,Automatic (TC),hingoli
2024 Used Mercedes-Benz EQA in Pune,EQA,2024,6650000,Mercedes-Benz,3400,Electric,SUV,5,UnRegistered Car,Automatic,hingoli
2024 Used Mercedes-Benz EQB in Pune,EQB,2024,7100000,Mercedes-Benz,2700,Electric,SUV,5,UnRegistered Car,Automatic,hingoli
2025 Used Mercedes-Benz GLC in Pune,GLC,2025,8400000,Mercedes-Benz,2567,Diesel,SUV,5,UnRegistered Car,Automatic (TC),hingoli
2023 Used Mercedes-Benz EQB in Pune,EQB,2023,6570000,Mercedes-Benz,7000,Electric,SUV,5,First Owner ,Automatic,hingoli
2021 Used Mercedes-Benz GLE in Pune,GLE [2020-2023],2021,7000000,Mercedes-Benz,56000,Diesel,SUV,5,First Owner ,Automatic (TC),hingoli
2025 Used Mercedes-Benz C-Class in Pune,C-Class,2025,6350000,Mercedes-Benz,400,Mild Hybrid(Electric + Petrol),Sedan,5,UnRegistered Car,Automatic (TC),hingoli
2024 Used Mercedes-Benz C-Class in Pune,C-Class,2024,7250000,Mercedes-Benz,1022,Mild Hybrid(Electric + Petrol),Sedan,5,UnRegistered Car,Automatic (TC),hingoli
2024 Used Mercedes-Benz GLS in Pune,GLS,2024,15250000,Mercedes-Benz,6000,Diesel,SUV,7,UnRegistered Car,Automatic (TC),hingoli
2025 Used Mercedes-Benz GLC in Pune,GLC,2025,8500000,Mercedes-Benz,3000,Diesel,SUV,5,UnRegistered Car,Automatic (TC),hingoli
2024 Used Mercedes-Benz AMG GLC 43 Coupe in Pune,AMG GLC43 Coupe [2020-2024],2024,12100000,Mercedes-Benz,3800,Petrol,Coupe,5,UnRegistered Car,Automatic (TC),hingoli
2022 Used Tata Nexon in Nanded,Nexon [2020-2023],2022,947000,Tata,5500,Petrol,CompactSuv,5,First Owner ,Manual,hingoli
2017 Used Maruti Suzuki Vitara Brezza in Hingoli,Vitara Brezza [2016-2020],2017,740000,Maruti Suzuki,82000,Diesel,SUV,5,First Owner ,Manual,hingoli
2025 Used Maruti Suzuki DZire in Hingoli,Dzire,2025,650000,Maruti Suzuki,50000,CNG,Sedan,5,First Owner ,Manual,hingoli
2018 Used Hyundai Elite i20 in Hingoli,Elite i20 [2017-2018],2018,583292,Hyundai,79000,Petrol,Hatchback,5,First Owner ,Manual,hingoli
2016 Used Maruti Suzuki Ertiga in Hingoli,Ertiga [2015-2018],2016,900000,Maruti Suzuki,150000,Diesel,SUV,7,First Owner ,Manual,hingoli
2015 Used Ford Ecosport in Khurda,EcoSport [2013-2015],2015,300000,Ford,148000,Diesel,SUV,5,First Owner ,Manual,khurda
2023 Used Hyundai Grand i10 NIOS in Bhubaneswar,Grand i10 Nios [2019-2023],2023,650000,Hyundai,40000,Petrol,Hatchback,5,First Owner ,Manual,khurda
2020 Used Maruti Suzuki DZire in Bhubaneswar,Dzire [2020-2024],2020,680000,Maruti Suzuki,58000,Petrol,CompactSedan,5,First Owner ,Manual,khurda
2021 Used Kia Sonet in Bhubaneswar,Sonet [2020-2022],2021,1065000,Kia,52000,Diesel,CompactSuv,5,First Owner,Manual,khurda
2018 Used Maruti Suzuki Ignis in Bhubaneswar,Ignis [2017-2019],2018,420000,Maruti Suzuki,36000,Petrol,Hatchback,5,First Owner,Manual,khurda
2019 Used Maruti Suzuki Ertiga in Bhubaneswar,Ertiga [2018-2022],2019,950000,Maruti Suzuki,67000,Diesel,SUV,7,First Owner,Manual,khurda
2019 Used Toyota Yaris in Bhubaneswar,Yaris,2019,640000,Toyota,72585,Petrol,Sedan,5,First Owner,Manual,khurda
2019 Used Maruti Suzuki Ertiga in Bhubaneswar,Ertiga [2018-2022],2019,920000,Maruti Suzuki,65000,Diesel,SUV,7,Second Owner ,Manual,khurda
2021 Used Maruti Suzuki Ertiga in Bhubaneswar,Ertiga [2018-2022],2021,950000,Maruti Suzuki,50000,Petrol,MPV_MUV,7,First Owner ,Manual,khurda
2023 Used Maruti Suzuki Wagon R in Bhubaneswar,Wagon R [2019-2022],2023,550000,Maruti Suzuki,18000,Petrol,Hatchback,5,First Owner ,Manual,khurda
2018 Used Tata Nexon in Bhubaneswar,Nexon [2017-2020],2018,630000,Tata,58000,Diesel,SUV,5,UnRegistered Car,Automatic (AMT),khurda
2020 Used Renault Duster in Bhubaneswar,Duster [2015-2016],2020,440000,Renault,58000,Diesel,SUV,5,First Owner ,Manual,khurda
2016 Used Hyundai i20 Active in Bhubaneswar,i20 Active [2015-2018],2016,495000,Hyundai,50000,Petrol,Hatchback,5,First Owner ,Manual,khurda
2016 Used Maruti Suzuki Celerio in Bhubaneswar,Celerio [2014-2017],2016,350000,Maruti Suzuki,48000,Petrol,Hatchback,5,UnRegistered Car,Manual,khurda
2018 Used Renault Kwid in Bhubaneswar,Kwid [2015-2019],2018,285000,Renault,58000,Petrol,Hatchback,5,First Owner ,Manual,khurda
2020 Used Toyota Innova Crysta in Bhubaneswar,Innova Crysta [2020-2023],2020,1620000,Toyota,110000,Diesel,MPV_MUV,7,Second Owner ,Manual,khurda
2016 Used Hyundai Eon in Bhubaneswar,Eon,2016,225000,Hyundai,50000,Petrol,Hatchback,5,First Owner ,Manual,khurda
2016 Used Hyundai Grand i10 in Bhubaneswar,Grand i10 [2013-2017],2016,365000,Hyundai,50000,Petrol,Hatchback,5,First Owner ,Manual,khurda
2022 Used Maruti Suzuki S-Presso in Bhubaneswar,S-Presso [2019-2022],2022,415000,Maruti Suzuki,35000,Petrol,Hatchback,5,UnRegistered Car,Manual,khurda
